fips,state,county,votes_dem,votes_gop,total_votes,per_dem,per_gop,per_point_diff
47067,Tennessee,Hancock County,362,2372,2744,0.131924198,0.864431487,0.732507289
47069,Tennessee,Hardeman County,4180,5760,10063,0.415383087,0.572393918,0.157010832
47071,Tennessee,Hardin County,1775,9559,11538,0.153839487,0.828479806,0.674640319
47073,Tennessee,Hawkins County,4083,20405,24824,0.164477925,0.821986787,0.657508862
47075,Tennessee,Haywood County,4012,3343,7439,0.539319801,0.449388359,-0.089931442
47077,Tennessee,Henderson County,2092,9797,12020,0.174043261,0.815058236,0.641014975
47079,Tennessee,Henry County,3548,11239,15047,0.235794511,0.746926298,0.511131787
47081,Tennessee,Hickman County,2130,7577,9832,0.216639544,0.770646867,0.554007323
47083,Tennessee,Houston County,871,2718,3686,0.236299512,0.737384699,0.501085187
47085,Tennessee,Humphreys County,2017,6120,8236,0.244900437,0.743079165,0.498178728
47087,Tennessee,Jackson County,1135,4118,5323,0.213225625,0.773623896,0.560398272
47089,Tennessee,Jefferson County,4654,18651,23616,0.197069783,0.789761179,0.592691396
47091,Tennessee,Johnson County,1246,6468,7801,0.159723112,0.829124471,0.669401359
47093,Tennessee,Knox County,91422,124540,220556,0.414506973,0.56466385,0.150156876
47095,Tennessee,Lake County,526,1492,2034,0.258603736,0.73352999,0.474926254
47097,Tennessee,Lauderdale County,3193,5674,8965,0.356162856,0.632905745,0.276742889
47099,Tennessee,Lawrence County,3195,15334,18718,0.170691313,0.819211454,0.648520141
47101,Tennessee,Lewis County,1072,4474,5609,0.191121412,0.797646639,0.606525227
47103,Tennessee,Lincoln County,2919,12281,15608,0.187019477,0.786840082,0.599820605
47105,Tennessee,Loudon County,6948,21713,29347,0.236753331,0.739871196,0.503117866
47107,Tennessee,McMinn County,4361,18198,22844,0.19090352,0.796620557,0.605717037
47109,Tennessee,McNairy County,1943,9093,11275,0.17232816,0.806474501,0.634146341
47111,Tennessee,Macon County,1307,8096,9487,0.137767471,0.853378307,0.715610836
47113,Tennessee,Madison County,18390,23943,42950,0.428172293,0.557462165,0.129289872
47115,Tennessee,Marion County,3177,9911,13256,0.239665057,0.747661436,0.507996379
47117,Tennessee,Marshall County,3605,11043,14878,0.242304073,0.74223686,0.499932787
47119,Tennessee,Maury County,14418,31464,46657,0.309021154,0.674368262,0.365347108
47121,Tennessee,Meigs County,1008,4467,5532,0.182212581,0.807483731,0.62527115
47123,Tennessee,Monroe County,3764,16783,20797,0.180987642,0.806991393,0.626003751
47125,Tennessee,Montgomery County,32472,42187,76758,0.423043852,0.549610464,0.126566612
47127,Tennessee,Moore County,573,2888,3539,0.161910144,0.816049732,0.654139587
47129,Tennessee,Morgan County,1167,6930,8228,0.141832766,0.842245989,0.700413223
47131,Tennessee,Obion County,2589,10790,13521,0.19147992,0.798017898,0.606537978
47133,Tennessee,Overton County,2033,7918,10037,0.202550563,0.78888114,0.586330577
47135,Tennessee,Perry County,615,2775,3428,0.179404901,0.809509918,0.630105018
47137,Tennessee,Pickett County,525,2381,2931,0.179119754,0.812350734,0.633230979
47139,Tennessee,Polk County,1492,6792,8360,0.1784689,0.812440191,0.633971292
47141,Tennessee,Putnam County,9185,23759,33593,0.273420058,0.707260441,0.433840383
47143,Tennessee,Rhea County,2369,11050,13637,0.17371856,0.81029552,0.63657696
47145,Tennessee,Roane County,6043,19230,25917,0.233167419,0.741984026,0.508816607
47147,Tennessee,Robertson County,8692,24536,33717,0.257792805,0.727704126,0.469911321
47149,Tennessee,Rutherford County,59341,81480,143878,0.412439706,0.566313126,0.153873421
47151,Tennessee,Scott County,986,8004,9052,0.108926204,0.884224481,0.775298277
47153,Tennessee,Sequatchie County,1298,5855,7252,0.178985108,0.807363486,0.628378378
47155,Tennessee,Sevier County,8721,33783,43535,0.20032158,0.775996325,0.575674744
47157,Tennessee,Shelby County,246105,129815,382055,0.644161181,0.339780922,-0.304380259
47159,Tennessee,Smith County,1802,7136,9051,0.199094023,0.788421169,0.589327146
47161,Tennessee,Stewart County,1232,4950,6296,0.195679797,0.786213469,0.590533672
47163,Tennessee,Sullivan County,17272,55860,74357,0.232284788,0.751240636,0.518955848
47165,Tennessee,Sumner County,27680,63454,92630,0.298823275,0.685026449,0.386203174
47167,Tennessee,Tipton County,6837,20070,27308,0.250366193,0.734949465,0.484583272
47169,Tennessee,Trousdale County,1012,2936,3998,0.253126563,0.734367184,0.48124062
47171,Tennessee,Unicoi County,1615,6599,8307,0.194414349,0.794390273,0.599975924
47173,Tennessee,Union County,1249,6803,8123,0.153760926,0.837498461,0.683737535
47175,Tennessee,Van Buren County,544,2342,2921,0.18623759,0.801780212,0.615542622
47177,Tennessee,Warren County,3924,11850,16009,0.245112124,0.740208633,0.495096508
47179,Tennessee,Washington County,18638,40444,60203,0.309585901,0.671793764,0.362207863
47181,Tennessee,Wayne County,820,5795,6669,0.122956965,0.868945869,0.745988904
47183,Tennessee,Weakley County,3020,10396,13735,0.219876229,0.756898435,0.537022206
47185,Tennessee,White County,2143,9606,11895,0.180159731,0.807566204,0.627406473
47187,Tennessee,Williamson County,50161,86469,139016,0.360828969,0.622007539,0.261178569
47189,Tennessee,Wilson County,22254,50296,74330,0.299394592,0.676658146,0.377263554
48001,Texas,Anderson County,3955,15110,19227,0.205700317,0.785874031,0.580173714
48003,Texas,Andrews County,850,4943,5863,0.144976974,0.843083746,0.698106771
48005,Texas,Angelina County,9143,25076,34574,0.264447273,0.725284896,0.460837624
48007,Texas,Aransas County,2916,9239,12290,0.23726607,0.75174939,0.51448332
48009,Texas,Archer County,446,4300,4796,0.092994162,0.896580484,0.803586322
48011,Texas,Armstrong County,75,1035,1112,0.067446043,0.930755396,0.863309353
48013,Texas,Atascosa County,5876,12039,18118,0.324318357,0.664477315,0.340158958
48015,Texas,Austin County,2951,11447,14554,0.202762127,0.78651917,0.583757043
48017,Texas,Bailey County,409,1434,1860,0.219892473,0.770967742,0.551075269
48019,Texas,Bandera County,2505,10057,12715,0.197011404,0.790955564,0.59394416
48021,Texas,Bastrop County,15474,20516,36665,0.422037365,0.559552707,0.137515342
48023,Texas,Baylor County,183,1494,1702,0.107520564,0.877790834,0.77027027
48025,Texas,Bee County,3288,6006,9420,0.349044586,0.637579618,0.288535032
48027,Texas,Bell County,57014,67893,127375,0.447607458,0.533016683,0.085409225
48029,Texas,Bexar County,448452,308618,768952,0.583198951,0.401348849,-0.181850102
48031,Texas,Blanco County,1911,5443,7441,0.25682032,0.731487703,0.474667383
48033,Texas,Borden County,16,397,416,0.038461538,0.954326923,0.915865385
48035,Texas,Bosque County,1561,7469,9126,0.171049748,0.818430857,0.647381109
48037,Texas,Bowie County,10747,27116,38261,0.280886542,0.70871122,0.427824678
48039,Texas,Brazoria County,62228,90433,154984,0.401512414,0.583498942,0.181986528
48041,Texas,Brazos County,35349,47530,85061,0.415572354,0.558775467,0.143203113
48043,Texas,Brewster County,2258,2461,4822,0.468270427,0.510369141,0.042098714
48045,Texas,Briscoe County,78,639,725,0.107586207,0.88137931,0.773793103
48047,Texas,Brooks County,1470,998,2484,0.59178744,0.401771337,-0.190016103
48049,Texas,Brown County,2107,13698,15969,0.13194314,0.857786962,0.725843822
48051,Texas,Burleson County,1788,6743,8609,0.207689627,0.783250087,0.57556046
48053,Texas,Burnet County,5639,18767,24717,0.228142574,0.759274993,0.531132419
48055,Texas,Caldwell County,6672,8031,14973,0.445602084,0.536365458,0.090763374
48057,Texas,Calhoun County,2148,5641,7856,0.273421589,0.718049898,0.44462831
48059,Texas,Callahan County,734,6012,6832,0.107435597,0.879976581,0.772540984
48061,Texas,Cameron County,64063,49032,114174,0.561099725,0.429449787,-0.131649938
48063,Texas,Camp County,1394,3626,5060,0.275494071,0.716600791,0.441106719
48065,Texas,Carson County,297,2779,3122,0.095131326,0.890134529,0.795003203
48067,Texas,Cass County,2795,11033,13927,0.200689309,0.792202197,0.591512889
48069,Texas,Castro County,466,1602,2083,0.223715795,0.769083053,0.545367259
48071,Texas,Chambers County,3997,17353,21652,0.184601884,0.801450212,0.616848328
48073,Texas,Cherokee County,4210,15101,19508,0.215808899,0.77409268,0.558283781
48075,Texas,Childress County,310,1943,2279,0.136024572,0.852566915,0.716542343
48077,Texas,Clay County,614,5069,5741,0.106950009,0.882947222,0.775997213
48079,Texas,Cochran County,177,809,1000,0.177,0.809,0.632
48081,Texas,Coke County,178,1586,1779,0.100056211,0.891512085,0.791455874
48083,Texas,Coleman County,451,3641,4124,0.109359845,0.882880698,0.773520854
48085,Texas,Collin County,230945,252318,492216,0.469194419,0.512616412,0.043421994
48087,Texas,Collingsworth County,155,1048,1218,0.1272578,0.860426929,0.73316913
48089,Texas,Colorado County,2420,7472,9975,0.242606516,0.749072682,0.506466165
48091,Texas,Comal County,24826,62740,88863,0.279373868,0.706030631,0.426656764
48093,Texas,Comanche County,853,5177,6086,0.140157739,0.850640815,0.710483076
48095,Texas,Concho County,197,1058,1268,0.155362776,0.834384858,0.679022082
48097,Texas,Cooke County,3210,15596,18988,0.169054139,0.821360859,0.65230672
48099,Texas,Coryell County,7565,15438,23490,0.322051937,0.657215837,0.3351639
48101,Texas,Cottle County,113,540,662,0.170694864,0.81570997,0.645015106
48103,Texas,Crane County,241,1247,1503,0.160345975,0.829673985,0.669328011
48105,Texas,Crockett County,344,1220,1574,0.218551461,0.775095299,0.556543837
48107,Texas,Crosby County,527,1396,1953,0.26984127,0.714797747,0.444956477
48109,Texas,Culberson County,438,415,864,0.506944444,0.480324074,-0.02662037
48111,Texas,Dallam County,197,1389,1609,0.122436296,0.863269111,0.740832815
48113,Texas,Dallas County,598576,307076,921638,0.649469748,0.333185047,-0.316284702
48115,Texas,Dawson County,808,2951,3789,0.213248878,0.778833465,0.565584587
48117,Texas,Deaf Smith County,1264,3294,4610,0.274186551,0.714533623,0.440347072
48119,Texas,Delta County,403,2162,2592,0.155478395,0.834104938,0.678626543
48121,Texas,Denton County,188695,222480,417964,0.451462327,0.532294647,0.08083232
48123,Texas,DeWitt County,1494,6567,8118,0.184035477,0.808943089,0.624907613
48125,Texas,Dickens County,130,853,988,0.131578947,0.863360324,0.731781377
48127,Texas,Dimmit County,2264,1384,3666,0.61756683,0.377523186,-0.240043644
48129,Texas,Donley County,198,1438,1648,0.120145631,0.872572816,0.752427184
48131,Texas,Duval County,2575,2443,5053,0.509598258,0.483475163,-0.026123095
48133,Texas,Eastland County,983,7237,8292,0.118547998,0.872768934,0.754220936
48135,Texas,Ector County,11367,32697,44581,0.254974092,0.733429039,0.478454947
48137,Texas,Edwards County,168,893,1066,0.157598499,0.837711069,0.68011257
48139,Texas,Ellis County,27565,56717,85493,0.322424058,0.66341104,0.340986981
48141,Texas,El Paso County,178126,84331,267215,0.6666018,0.315592313,-0.351009487
48143,Texas,Erath County,2916,13684,16853,0.173025574,0.811962262,0.638936688
48145,Texas,Falls County,1899,4177,6133,0.309636393,0.681069623,0.37143323
48147,Texas,Fannin County,2655,12171,15004,0.176952813,0.811183684,0.634230872
48149,Texas,Fayette County,2661,10171,12941,0.205625531,0.785951627,0.580326095
48151,Texas,Fisher County,352,1448,1826,0.192771084,0.792990142,0.600219058
48153,Texas,Floyd County,438,1584,2039,0.214811182,0.776851398,0.562040216
48155,Texas,Foard County,99,445,551,0.179673321,0.807622505,0.627949183
48157,Texas,Fort Bend County,195552,157718,357514,0.546977181,0.441151955,-0.105825226
48159,Texas,Franklin County,804,4161,5009,0.16051108,0.830704731,0.670193651
48161,Texas,Freestone County,1635,6991,8711,0.187693721,0.802548502,0.614854781
48163,Texas,Frio County,2422,2823,5279,0.458799015,0.534760371,0.075961356
48165,Texas,Gaines County,576,5355,5995,0.096080067,0.89324437,0.797164304
48167,Texas,Galveston County,58842,93911,155060,0.379478911,0.605642977,0.226164066
48169,Texas,Garza County,231,1413,1653,0.139745917,0.854809437,0.715063521
48171,Texas,Gillespie County,3176,12514,15846,0.20042913,0.789726114,0.589296983
48173,Texas,Glasscock County,39,611,653,0.059724349,0.93568147,0.875957121
48175,Texas,Goliad County,877,3085,3988,0.219909729,0.773570712,0.553660983
48177,Texas,Gonzales County,1948,5627,7647,0.254740421,0.735844122,0.481103701
48179,Texas,Gray County,829,6840,7782,0.106527885,0.878951426,0.772423542
48181,Texas,Grayson County,14506,44163,59439,0.24404852,0.742997022,0.498948502
48183,Texas,Gregg County,14796,32493,47982,0.308365637,0.677191447,0.36882581
48185,Texas,Grimes County,2833,9432,12413,0.22822847,0.759848546,0.531620076
48187,Texas,Guadalupe County,28805,47553,77592,0.371236725,0.612859573,0.241622848
48189,Texas,Hale County,2279,7177,9584,0.237792154,0.748852254,0.5110601
48191,Texas,Hall County,168,995,1168,0.143835616,0.851883562,0.708047945
48193,Texas,Hamilton County,641,3616,4349,0.147390205,0.831455507,0.684065302
48195,Texas,Hansford County,166,1849,2047,0.081094284,0.903273083,0.822178798
48197,Texas,Hardeman County,241,1330,1580,0.152531646,0.841772152,0.689240506
48199,Texas,Hardin County,3474,23858,27635,0.12571015,0.863325493,0.737615343
48201,Texas,Harris County,918193,700630,1640818,0.559594666,0.427000435,-0.13259423
48203,Texas,Harrison County,7908,21466,29710,0.266173006,0.722517671,0.456344665
48205,Texas,Hartley County,195,1868,2078,0.093840231,0.89894129,0.805101059
48207,Texas,Haskell County,353,1840,2214,0.159439928,0.831074977,0.67163505
48209,Texas,Hays County,59524,47680,109357,0.544309006,0.436003182,-0.108305824
48211,Texas,Hemphill County,206,1486,1720,0.119767442,0.863953488,0.744186047
48213,Texas,Henderson County,7060,28911,36310,0.194436794,0.796226935,0.60179014
48215,Texas,Hidalgo County,128199,90527,220884,0.580390612,0.409839554,-0.170551058
48217,Texas,Hill County,2860,11926,14931,0.191547786,0.798740875,0.607193088
48219,Texas,Hockley County,1482,6536,8095,0.183075973,0.807411983,0.62433601
48221,Texas,Hood County,5648,26496,32541,0.173565656,0.814234351,0.640668695
48223,Texas,Hopkins County,3046,12719,15939,0.191103582,0.797979798,0.606876216
48225,Texas,Houston County,2314,7060,9437,0.245205044,0.748119106,0.502914062
48227,Texas,Howard County,2069,8054,10240,0.202050781,0.786523438,0.584472656
48229,Texas,Hudspeth County,371,779,1165,0.318454936,0.668669528,0.350214592
48231,Texas,Hunt County,8906,29163,38574,0.230880904,0.756027376,0.525146472
48233,Texas,Hutchinson County,965,7681,8771,0.110021662,0.875726827,0.765705165
48235,Texas,Irion County,120,759,889,0.134983127,0.853768279,0.718785152
48237,Texas,Jack County,331,3418,3782,0.087519831,0.903754627,0.816234796
48239,Texas,Jackson County,1033,5231,6340,0.162933754,0.825078864,0.66214511
48241,Texas,Jasper County,2954,12542,15608,0.189261917,0.803562276,0.614300359
48243,Texas,Jeff Davis County,501,784,1305,0.383908046,0.600766284,0.216858238
48245,Texas,Jefferson County,46073,47570,94739,0.486315034,0.502116341,0.015801307
48247,Texas,Jim Hogg County,1197,833,2036,0.587917485,0.40913556,-0.178781925
48249,Texas,Jim Wells County,6119,7453,13669,0.447655278,0.545248372,0.097593094
48251,Texas,Johnson County,16464,54628,72005,0.228650788,0.758669537,0.530018749
48253,Texas,Jones County,999,5660,6741,0.148197597,0.839638036,0.691440439
48255,Texas,Karnes County,1234,3968,5249,0.235092399,0.755953515,0.520861116
48257,Texas,Kaufman County,18405,37624,56703,0.324586001,0.663527503,0.338941502
48259,Texas,Kendall County,6020,20083,26438,0.227702549,0.759626295,0.531923746
48261,Texas,Kenedy County,65,127,194,0.335051546,0.654639175,0.319587629
48263,Texas,Kent County,47,411,462,0.101731602,0.88961039,0.787878788
48265,Texas,Kerr County,6524,20879,27745,0.235141467,0.752531988,0.517390521
48267,Texas,Kimble County,284,1987,2292,0.12390925,0.866928447,0.743019197
48269,Texas,King County,8,151,159,0.050314465,0.949685535,0.899371069
48271,Texas,Kinney County,446,1144,1603,0.278228322,0.713661884,0.435433562
48273,Texas,Kleberg County,5314,5504,10944,0.485562865,0.502923977,0.017361111
48275,Texas,Knox County,265,1180,1456,0.182005495,0.81043956,0.628434066
48277,Texas,Lamar County,4458,16760,21418,0.208142684,0.782519376,0.574376693
48279,Texas,Lamb County,840,3521,4408,0.190562613,0.798774955,0.608212341
48281,Texas,Lampasas County,2144,8086,10399,0.206173671,0.777574767,0.571401096
48283,Texas,La Salle County,1052,1335,2406,0.437240233,0.554862843,0.11762261
48285,Texas,Lavaca County,1333,8804,10197,0.130724723,0.863391193,0.732666471
48287,Texas,Lee County,1750,6255,8086,0.216423448,0.773559238,0.55713579
48289,Texas,Leon County,1072,7523,8674,0.123587733,0.867304588,0.743716855
48291,Texas,Liberty County,5785,23302,29334,0.197211427,0.79436831,0.597156883
48293,Texas,Limestone County,2213,6789,9095,0.243320506,0.746454096,0.50313359
48295,Texas,Lipscomb County,131,1205,1353,0.096821877,0.890613452,0.793791574
48297,Texas,Live Oak County,819,4199,5054,0.162049861,0.830827068,0.668777206
48299,Texas,Llano County,2465,10079,12660,0.194707741,0.796129542,0.601421801
48301,Texas,Loving County,4,60,66,0.060606061,0.909090909,0.848484848
48303,Texas,Lubbock County,40017,78861,120771,0.331346101,0.652979606,0.321633505
48305,Texas,Lynn County,428,1853,2293,0.186655037,0.808111644,0.621456607
48307,Texas,McCulloch County,490,2904,3436,0.142607683,0.845168801,0.702561118
48309,Texas,McLennan County,36688,59543,97771,0.375244193,0.609004715,0.233760522
48311,Texas,McMullen County,53,460,516,0.102713178,0.891472868,0.78875969
48313,Texas,Madison County,1088,4169,5297,0.205399283,0.787049273,0.581649991
48315,Texas,Marion County,1339,3470,4864,0.275287829,0.713404605,0.438116776
48317,Texas,Martin County,288,1857,2160,0.133333333,0.859722222,0.726388889
48319,Texas,Mason County,457,1991,2474,0.184721099,0.804769604,0.620048504
48321,Texas,Matagorda County,3733,9845,13726,0.271965613,0.717251931,0.445286318
48323,Texas,Maverick County,8332,6881,15346,0.542942786,0.44839046,-0.094552326
48325,Texas,Medina County,6773,15642,22644,0.299107931,0.690779014,0.391671083
48327,Texas,Menard County,197,823,1028,0.191634241,0.800583658,0.608949416
48329,Texas,Midland County,12329,45624,58856,0.209477368,0.775180101,0.565702732
48331,Texas,Milam County,2496,7984,10576,0.236006051,0.754916793,0.518910741
48333,Texas,Mills County,271,2217,2505,0.108183633,0.88502994,0.776846307
48335,Texas,Mitchell County,397,2170,2579,0.153935634,0.8414114,0.687475766
48337,Texas,Montague County,1097,8615,9814,0.111779091,0.877827593,0.766048502
48339,Texas,Montgomery County,74377,193382,271451,0.273997885,0.712401133,0.438403248
48341,Texas,Moore County,1062,4359,5508,0.192810458,0.791394336,0.598583878
48343,Texas,Morris County,1669,3872,5587,0.298729193,0.693037408,0.394308216
48345,Texas,Motley County,46,604,652,0.070552147,0.926380368,0.855828221
48347,Texas,Nacogdoches County,9000,17378,26763,0.33628517,0.649329298,0.313044128
48349,Texas,Navarro County,5101,13800,19121,0.26677475,0.721719575,0.454944825
48351,Texas,Newton County,1173,4882,6094,0.192484411,0.801115852,0.608631441
48353,Texas,Nolan County,1162,4131,5356,0.21695295,0.771284541,0.554331591
48355,Texas,Nueces County,60925,64617,127314,0.478541244,0.507540412,0.028999167
48357,Texas,Ochiltree County,302,2812,3156,0.095690748,0.891001267,0.79531052
48359,Texas,Oldham County,81,917,1009,0.080277502,0.908820614,0.828543112
48361,Texas,Orange County,6357,29186,35994,0.176612769,0.810857365,0.634244596
48363,Texas,Palo Pinto County,2178,10179,12485,0.174449339,0.815298358,0.640849019
48365,Texas,Panola County,2057,9326,11451,0.179634966,0.814426688,0.634791721
48367,Texas,Parker County,13017,62045,76128,0.170988335,0.815008932,0.644020597
48369,Texas,Parmer County,488,2135,2650,0.184150943,0.805660377,0.621509434
48371,Texas,Pecos County,1382,3215,4668,0.296058269,0.688731791,0.392673522
48373,Texas,Polk County,5387,18573,24181,0.222778214,0.768082379,0.545304164
48375,Texas,Potter County,9921,22820,33321,0.297740164,0.684853396,0.387113232
48377,Texas,Presidio County,1463,721,2217,0.659900767,0.325214253,-0.334686513
48379,Texas,Rains County,842,5155,6053,0.139104576,0.851643813,0.712539237
48381,Texas,Randall County,12802,50796,64674,0.197946625,0.785416087,0.587469462
48383,Texas,Reagan County,172,942,1124,0.153024911,0.838078292,0.685053381
48385,Texas,Real County,320,1643,1982,0.161453078,0.828960646,0.667507568
48387,Texas,Red River County,1246,4517,5806,0.21460558,0.777988288,0.563382708
48389,Texas,Reeves County,1395,2254,3687,0.378356387,0.61133713,0.232980743
48391,Texas,Refugio County,1108,2210,3366,0.329174094,0.656565657,0.327391563
48393,Texas,Roberts County,17,529,550,0.030909091,0.961818182,0.930909091
48395,Texas,Robertson County,2374,5646,8099,0.293122608,0.697123102,0.404000494
48397,Texas,Rockwall County,16412,36726,53891,0.304540647,0.681486705,0.376946058
48399,Texas,Runnels County,552,3807,4409,0.125198458,0.863461102,0.738262645
48401,Texas,Rusk County,4629,16534,21368,0.216632347,0.773773867,0.55714152
48403,Texas,Sabine County,669,4784,5487,0.121924549,0.871878987,0.749954438
48405,Texas,San Augustine County,980,3007,4002,0.244877561,0.751374313,0.506496752
48407,Texas,San Jacinto County,2337,10161,12638,0.1849185,0.804003798,0.619085298
48409,Texas,San Patricio County,8988,16516,25888,0.347187886,0.637978986,0.2907911
48411,Texas,San Saba County,287,2308,2602,0.110299769,0.887009992,0.776710223
48413,Texas,Schleicher County,211,940,1159,0.182053494,0.811044003,0.628990509
48415,Texas,Scurry County,818,4983,5869,0.139376384,0.849037315,0.70966093
48417,Texas,Shackelford County,130,1484,1628,0.07985258,0.911547912,0.831695332
48419,Texas,Shelby County,2068,7975,10084,0.20507735,0.790856803,0.585779453
48421,Texas,Sherman County,91,886,991,0.091826438,0.894046418,0.80221998
48423,Texas,Smith County,29615,69080,100075,0.295928054,0.690282288,0.394354234
48425,Texas,Somervell County,768,4105,4947,0.155245603,0.829795836,0.674550232
48427,Texas,Starr County,9123,8247,17525,0.520570613,0.470584879,-0.049985735
48429,Texas,Stephens County,397,3385,3800,0.104473684,0.890789474,0.786315789
48431,Texas,Sterling County,51,584,639,0.079812207,0.913928013,0.834115806
48433,Texas,Stonewall County,116,615,736,0.157608696,0.835597826,0.67798913
48435,Texas,Sutton County,322,1222,1557,0.206807964,0.784842646,0.578034682
48437,Texas,Swisher County,478,1845,2355,0.202972399,0.78343949,0.580467091
48439,Texas,Tarrant County,411567,409741,834697,0.493073534,0.490885914,-0.00218762
48441,Texas,Taylor County,14588,39547,55112,0.264697344,0.71757512,0.452877776
48443,Texas,Terrell County,119,334,458,0.259825328,0.729257642,0.469432314
48445,Texas,Terry County,757,2812,3612,0.209579181,0.778516058,0.568936877
48447,Texas,Throckmorton County,82,806,899,0.091212458,0.896551724,0.805339266
48449,Texas,Titus County,2856,7570,10539,0.270993453,0.718284467,0.447291014
48451,Texas,Tom Green County,12239,32313,45210,0.270714444,0.714731254,0.44401681
48453,Texas,Travis County,435860,161337,610349,0.714116022,0.264335651,-0.449780372
48455,Texas,Trinity County,1323,5579,6938,0.190688959,0.804122225,0.613433266
48457,Texas,Tyler County,1403,8194,9660,0.145238095,0.848240166,0.70300207
48459,Texas,Upshur County,2877,15809,18887,0.152326997,0.837030762,0.684703764
48461,Texas,Upton County,170,1178,1368,0.124269006,0.861111111,0.736842105
48463,Texas,Uvalde County,4073,6174,10342,0.39383098,0.596983175,0.203152195
48465,Texas,Val Verde County,6771,8284,15272,0.443360398,0.542430592,0.099070194
48467,Texas,Van Zandt County,3516,22270,25994,0.135261984,0.85673617,0.721474186
48469,Texas,Victoria County,10380,23358,34188,0.303615304,0.683222183,0.37960688
48471,Texas,Walker County,7884,15375,23612,0.333898018,0.651151957,0.317253939
48473,Texas,Waller County,8191,14260,22734,0.360297352,0.627254333,0.266956981
48475,Texas,Ward County,764,3241,4060,0.18817734,0.798275862,0.610098522
48477,Texas,Washington County,4261,12959,17418,0.24463199,0.744000459,0.499368469
48479,Texas,Webb County,41820,25898,68397,0.611430326,0.378642338,-0.232787988
48481,Texas,Wharton County,4694,11926,16761,0.280054889,0.711532725,0.431477835
48483,Texas,Wheeler County,168,2159,2337,0.071887035,0.923833975,0.851946941
48485,Texas,Wichita County,13161,32069,46030,0.285922225,0.696697806,0.410775581
48487,Texas,Wilbarger County,956,3524,4524,0.211317418,0.778956676,0.567639257
48489,Texas,Willacy County,3108,2441,5549,0.560100919,0.439899081,-0.120201838
48491,Texas,Williamson County,143795,139729,289312,0.497023974,0.482969942,-0.014054032
48493,Texas,Wilson County,6350,18463,25013,0.253867989,0.738136169,0.484268181
48495,Texas,Winkler County,358,1753,2126,0.168391345,0.824553151,0.656161806
48497,Texas,Wise County,4973,27032,32362,0.153667882,0.835300661,0.681632779
48499,Texas,Wood County,3509,19049,22779,0.154045393,0.836252689,0.682207296
48501,Texas,Yoakum County,420,2174,2631,0.15963512,0.826301786,0.666666667
48503,Texas,Young County,1034,7110,8239,0.125500668,0.862968807,0.737468139
48505,Texas,Zapata County,1826,2033,3874,0.471347445,0.524780589,0.053433144
48507,Texas,Zavala County,2864,1490,4379,0.654030601,0.340260333,-0.313770267
49001,Utah,Beaver County,357,2695,3100,0.11516129,0.869354839,0.754193548
49003,Utah,Box Elder County,4473,21548,27027,0.165501166,0.797276797,0.631775632
49005,Utah,Cache County,16650,38032,57571,0.289208108,0.660610377,0.371402269
49007,Utah,Carbon County,2392,6693,9369,0.255310065,0.714377201,0.459067136
49009,Utah,Daggett County,111,496,619,0.179321486,0.801292407,0.621970921
49011,Utah,Davis County,57411,104135,169895,0.33792048,0.612937403,0.275016922
49013,Utah,Duchesne County,843,7513,8524,0.098897231,0.881393712,0.782496481
49015,Utah,Emery County,572,4207,4865,0.117574512,0.864748201,0.74717369
49017,Utah,Garfield County,514,2158,2732,0.188140556,0.789897511,0.601756955
49019,Utah,Grand County,2806,2248,5185,0.541176471,0.433558341,-0.107618129
49021,Utah,Iron County,4892,18989,24890,0.196544797,0.762916834,0.566372037
49023,Utah,Juab County,645,5087,5866,0.109955677,0.867200818,0.757245141
49025,Utah,Kane County,1083,2998,4180,0.259090909,0.71722488,0.458133971
49027,Utah,Millard County,624,5404,6160,0.101298701,0.877272727,0.775974026
49029,Utah,Morgan County,1086,5181,6512,0.166769042,0.795608108,0.628839066
49031,Utah,Piute County,86,773,871,0.098737084,0.887485649,0.788748565
49033,Utah,Rich County,180,1157,1363,0.132061629,0.848862803,0.716801174
49035,Utah,Salt Lake County,289906,230174,541175,0.535697325,0.425322678,-0.110374648
49037,Utah,San Juan County,3113,3535,6878,0.452602501,0.513957546,0.061355045
49039,Utah,Sanpete County,1794,10459,12631,0.14203151,0.828042119,0.686010609
49041,Utah,Sevier County,1084,9052,10363,0.104602914,0.873492232,0.768889318
49043,Utah,Summit County,15244,10252,26088,0.58432996,0.392977614,-0.191352346
49045,Utah,Tooele County,8943,21014,31518,0.283742623,0.666730122,0.382987499
49047,Utah,Uintah County,1663,13261,15307,0.108643104,0.866335663,0.757692559
49049,Utah,Utah County,76033,192812,284480,0.267270107,0.677769966,0.410499859
49051,Utah,Wasatch County,6187,10795,17581,0.351913998,0.61401513,0.262101132
49053,Utah,Washington County,20530,67294,90476,0.226911004,0.743777355,0.516866351
49055,Utah,Wayne County,365,1229,1621,0.225169648,0.758173967,0.533004318
49057,Utah,Weber County,40695,65949,111442,0.365167531,0.591778683,0.226611152
50001,Vermont,Addison County,14967,6292,22022,0.679638543,0.285714286,-0.393924258
50003,Vermont,Bennington County,12705,7114,20462,0.620907047,0.34766885,-0.273238198
50005,Vermont,Caledonia County,9011,6551,16169,0.557301008,0.405158018,-0.15214299
50007,Vermont,Chittenden County,74961,21017,98915,0.757832482,0.212475358,-0.545357125
50009,Vermont,Essex County,1405,1773,3288,0.427311436,0.539233577,0.111922141
